finding_id,finding_type,host,entity,evidence_summary,expected_decision,expected_confidence,analyst_decision,analyst_confidence,evidence_gap,note
F-00385,context,FILE-01,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-00386,context,ADMIN-WS-11,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-00387,context,ADMIN-WS-07,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-00388,context,ADMIN-WS-07,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-00389,context,DEPLOY-01,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-00390,context,VULN-SCAN-01,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-00391,context,APP-API-02,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-00392,context,FILE-01,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-00393,context,FILE-01,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-00394,context,ADMIN-WS-07,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-00395,context,VULN-SCAN-01,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-00396,context,ADMIN-WS-11,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-00397,context,ADMIN-WS-07,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-00398,context,APP-API-02,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-00399,context,ADMIN-WS-11,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-00400,context,DEPLOY-01,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-00401,context,WEB-EDGE-01,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-00402,context,ADMIN-WS-07,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-00403,context,ADMIN-WS-11,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-00404,context,FILE-01,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-00405,context,DEPLOY-01,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-00406,context,ADMIN-WS-07,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-00407,context,ADMIN-WS-11,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-00408,context,VULN-SCAN-01,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-00409,context,ADMIN-WS-11,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-00410,context,WEB-EDGE-01,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-00411,context,FILE-01,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-00412,context,WEB-EDGE-01,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-00413,context,VULN-SCAN-01,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-00414,context,VULN-SCAN-01,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-00415,context,DEPLOY-01,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-00416,context,FILE-01,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-00417,context,ADMIN-WS-11,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-00418,context,VULN-SCAN-01,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-00419,context,APP-API-02,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-00420,context,APP-API-02,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-00421,context,VULN-SCAN-01,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-00422,context,FILE-01,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-00423,context,ADMIN-WS-11,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-00424,context,ADMIN-WS-11,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-00425,context,FILE-01,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-00426,context,APP-API-02,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-00427,context,DEPLOY-01,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-00428,context,APP-API-02,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-00429,context,ADMIN-WS-07,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-00430,context,DEPLOY-01,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-00431,context,DEPLOY-01,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-00432,context,VULN-SCAN-01,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-00433,context,DEPLOY-01,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-00434,context,DEPLOY-01,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-00435,context,VULN-SCAN-01,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-00436,context,ADMIN-WS-11,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-00437,context,APP-API-02,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-00438,context,ADMIN-WS-07,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-00439,context,FILE-01,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-00440,context,WEB-EDGE-01,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-00441,context,ADMIN-WS-11,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-00442,context,VULN-SCAN-01,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-00443,context,FILE-01,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-00444,context,VULN-SCAN-01,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-00445,context,ADMIN-WS-07,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-00446,context,DEPLOY-01,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-00447,context,WEB-EDGE-01,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-00448,context,APP-API-02,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-00449,context,ADMIN-WS-07,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-00450,context,APP-API-02,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-00451,context,FILE-01,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-00452,context,APP-API-02,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-00453,context,DEPLOY-01,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-00454,context,APP-API-02,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-00455,context,APP-API-02,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-00456,context,ADMIN-WS-07,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-00457,context,ADMIN-WS-07,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-00458,context,ADMIN-WS-07,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-00459,context,DEPLOY-01,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-00460,context,DEPLOY-01,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-00461,context,DEPLOY-01,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-00462,context,WEB-EDGE-01,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-00463,context,WEB-EDGE-01,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
